Name,Speed,Reactants,Products,Modulus,Temps,States,Effects,Rek,Effect Color,
CuCO3_HCl,0.14,CuCO3-HCl,CuCl2-H2O-CO2,1-2-1-1-1,0-200,1-4,FALSE,0,0xFFFFFF,
CuCO3_HNO3,0.12,CuCO3-HNO3,CuNO32-H2O-CO2,1-2-1-1-1,0-200,1-4,FALSE,0,0xFFFFFF,
CuNO32,0.2,CuNO32,CuO-NO2-O2,2-2-4-1,255-1000,1.5,FALSE,0.001,0xFFFFFF,
CuNO32_MgOH2,0.2,CuNO32-MgOH2,CuOH2-MgNO32,1-1-1-1,0-1000,4-4,FALSE,0.001,0xFFFFFF,
CuO_H2SO4,0.1,CuO-H2SO4,H2O-CuSO4,1-1-1-1,40-1000,1-4,FALSE,0.06,0xFFFFFF,
CuO_HCl,0.1,CuO-HCl,H2O-CuCl2,1-2-1-1,40-1000,1-4,FALSE,0.06,0xFFFFFF,
CuO_HNO3,0.2,CuO-HNO3,CuNO32-H2O,1-2-1-1,0-1000,1-4,FALSE,0.001,0xFFFFFF,
CuO_NH3,0.6,CuO-NH3,Cu-H2O-N2,3-2-3-3-1,80-999,1-3,FALSE,0,0xFFFFFF,
CuOH2,0.17,CuOH2,CuO-H2O,1-1-1,80-1000,1,FALSE,0.2,0xFFFFFF,
CuOH2_H2SO4,0.2,CuOH2-H2SO4,CuSO4-H2O,1-1-1-1,0-1000,1-4,FALSE,0.001,0xFFFFFF,
CuOH2_HCl,0.2,CuOH2-HCl,CuCl2-H2O,1-2-1-2,0-1000,1-4,FALSE,0,0xFFFFFF,
CuOH2_HNO3,0.2,CuOH2-HNO3,CuNO32-H2O,1-2-1-2,0-1000,1-4,FALSE,0.001,0xFFFFFF,
CuSO4,0.1,CuSO4,CuO-SO3,1-1-1,200-1000,1,FALSE,0,0xFFFFFF,
CuSO4_MgOH2,0.04,CuSO4-MgOH2,MgOH2-CuSO4,1-1-1-1,0-900,4-4,FALSE,0,0xFFFFFF,
CuSO4_NaOH,0.2,CuSO4-NaOH,Na2SO4-CuOH2,1-2-1-1,0-1000,4-4,FALSE,0.015,0xFFFFFF,
CuSO4_PbNO32,0.7,CuSO4-PbNO32,CuNO32-PbSO4,1-1-1-1,0-400,4-4,FALSE,0,0xFFFFFF,
F2_H2,1,F2-H2,HF,1-1-2,0-100,3-3,EXPLODE2,1,0xFFFFFF,
Fe_AgNO3,0.6,Fe-AgNO3,FeNO32-Ag,1-1-1-1,0-400,1-4,FALSE,0,0xFFFFFF,
Fe_Cl2,0.12,Fe-Cl2,FeCl3,2-3-2,220-900,1-3,BURN3,5,0x995B35,
Fe_CuCl2,0.6,Fe-CuCl2,FeCl2-Cu,1-1-1-1,0-400,1-4,FALSE,0,0xFFFFFF,
Fe_CuNO32,0.9,Fe-CuNO32,Cu-FeNO32,1-1-1-1,0-999,1-4,FALSE,0,0xFFFFFF,
Fe_CuSO4,0.1,Fe-CuSO4,FeSO4-Cu,1-1-1-1,0-900,1-4,FALSE,0,0xFFFFFF,
Fe_FeCl3,0.1,FeCl3-Fe,FeCl2,2-1-3,0-100,1-4,FALSE,0.01,0xFFFFFF,
Fe_FeNO33,0.1,FeNO33-Fe,FeNO32,2-1-3,0-100,1-4,FALSE,0.01,0xFFFFFF,
Fe_H2O,0.02,Fe-H2O,Fe3O4-H2,3-4-1-4,100-900,1-3,FALSE,0.1,0xFFFFFF,
Fe_H2SO4,0.15,Fe-H2SO4,H2-FeSO4,1-1-1-1,0-250,1-4,FALSE,0.15,0xFFFFFF,
Fe_HCl,0.1,Fe-HCl,FeCl2-H2,1-2-1-1,0-900,1-4,FALSE,0,0xFFFFFF,
Fe_HgNO32,0.2,Fe-HgNO32,Hg-FeNO32,1-1-1-1,0-900,1-4,FALSE,0.1,0xFFFFFF,
Fe_HNO3,0.1,Fe-HNO3,FeNO33-NO2-H2O,1-6-1-3-3,60-4000,1-4,FALSE,0.013,0xFFFFFF,
Fe_HNO3_2,0.1,Fe-HNO3,FeNO33-NO-H2O,1-4-1-1-2,10-4000,1-4,FALSE,0.013,0xFFFFFF,
Fe_O2,0.001,Fe-O2,Fe2O3,4-3-2,10-900,1-4,FALSE,0,0xFFFFFF,
Fe2O3_CO,0.1,Fe2O3-CO,Fe-CO2,3-1-2-3,600-6900,1-3,FALSE,0.1,0xFFFFFF,
Fe2O3_H2,0.1,Fe2O3-H2,Fe-H2O,1-3-2-3,400-6900,1-3,FALSE,0.1,0xFFFFFF,
Fe2O3_HNO3,0.1,Fe2O3-HNO3,FeNO33-H2O,1-6-2-3,0-4000,1-4,FALSE,0.011,0xFFFFFF,
Fe2SO43_NaOH,0.2,Fe2SO43-NaOH,FeOH3-Na2SO4,1-6-3-3,0-200,4-4,FALSE,0.03,0xFFFFFF,
Fe3O4_CO,0.1,Fe3O4-CO,Fe-CO2,4-1-3-4,600-6900,1-3,FALSE,0.1,0xFFFFFF,
Fe3O4_HCl,0.3,Fe3O4-HCl,FeCl2-FeCl3-H2O,1-8-1-2-4,0-4000,1-4,FALSE,0.011,0xFFFFFF,
Fe3O4_HNO3,0.2,Fe3O4-HNO3,FeNO33-H2O-NO2,1-10-3-5-1,0-4000,1-4,FALSE,0.011,0xFFFFFF,
Fe3O4_HNO3_2,0.05,Fe3O4-HNO3,FeNO33-H2O-NO,3-28-9-14-1,0-4000,1-4,FALSE,0.08,0xFFFFFF,
FeCl2_HNO3,0.2,FeCl2-HNO3,FeCl3-FeNO33-NO-H2O,3-4-2-1-1-2,0-1000,4-4,FALSE,0.001,0xFFFFFF,
FeCl2_HNO3_2,0.2,FeCl2-HNO3,FeCl3-FeNO33-NO2-H2O,3-6-2-1-3-3,0-1000,1-2.5,FALSE,0.001,0xFFFFFF,
FeCl2_NaOH,0.3,FeCl2-NaOH,FeOH2-NaCl,1-2-1-2,0-100,4-4,FALSE,0.01,0xFFFFFF,
FeCl3_NaOH,0.2,FeCl3-NaOH,FeOH3-NaCl,1-3-1-3,0-1000,4-4,FALSE,0,0xFFFFFF,
FeNO32_KOH,0.2,FeNO32-KOH,KNO3-FeOH2,1-2-2-1,0-900,4-4,FALSE,0.1,0xFFFFFF,
FeNO33_HCl,0.2,FeNO33-HCl,FeCl3-HNO3,1-3-1-3,0-900,4-4,FALSE,0.1,0xFFFFFF,
FeNO33_KOH,0.2,FeNO33-KOH,FeOH3-KNO3,1-3-1-3,0-900,4-4,FALSE,0.1,0xFFFFFF,
FeNO33_NaOH,0.2,FeNO33-NaOH,FeOH3-NaNO3,1-3-1-3,0-900,4-4,FALSE,0.1,0xFFFFFF,
FeO_H2SO4,0.1,FeO-H2SO4,FeSO4-H2O,1-1-1-1,0-4000,1-4,FALSE,0.012,0xFFFFFF,
FeO_HCl,0.1,FeO-HCl,FeCl2-H2O,1-2-1-1,0-4000,1-4,FALSE,0.013,0xFFFFFF,
FeO_HNO3,0.1,FeO-HNO3,FeNO33-NO2-H2O,1-4-1-1-2,0-4000,1-4,FALSE,0.013,0xFFFFFF,
FeO_HNO3_2,0.1,FeO-HNO3,FeNO33-NO-H2O,3-10-3-1-5,60-4000,1-4,FALSE,0.013,0xFFFFFF,
FeO_O2,0.05,FeO-O2,Fe3O4,6-1-2,70-900,1.5-3,FALSE,0.001,0xFFFFFF,
FeOH2_H2O2,0.8,FeOH2-H2O2,FeOH3,2-1-2,0-500,1-4,FALSE,0,0xFFFFFF,
FeOH2_HCl,0.8,FeOH2-H2O2,FeOH3,2-1-2,0-500,1-4,FALSE,0,0xFFFFFF,
FeOH2_HNO3,0.2,FeOH2-HNO3,FeNO33-NO-H2O,3-10-3-1-8,0-1000,1-4,FALSE,0.001,0xFFFFFF,
FeOH2_O2,0.22,FeOH2-O2,Fe2O3-H2O,4-1-2-4,30-900,1-4,FALSE,0.3,0xFFFFFF,
FeOH3_H2SO4,0.2,FeOH3-H2SO4,Fe2SO43-H2O,2-3-1-6,0-1000,1-4,FALSE,0,0xFFFFFF,
FeOH3_HCl,0.2,FeOH3-HCl,FeCl3-H2O,2-3-1-3,0-1000,1-4,FALSE,0,0xFFFFFF,
FeOH3_HNO3,0.2,FeOH3-HNO3,FeNO33-H2O,1-3-1-3,0-1000,1-4,FALSE,0,0xFFFFFF,
FeSO4_H2SO4,0.5,FeSO4-H2SO4,Fe2SO43-H2,4-2-2-1,0-200,4-4,FALSE,0.001,0xFFFFFF,
FeSO4_NaOH,0.5,FeSO4-NaOH,FeOH2-Na2SO4,1-2-1-1,0-200,4-4,FALSE,0.001,0xFFFFFF,
H2_O2,1,H2-O2,H2O,2-1-2,Ignite,3-3,EXPLODE2,1,0xFFFFFF,
H2O_Na2O2,0.3,H2O-Na2O2,NaOH-H2O2,2-1-2-1,0-900,1-2,BURN3,3.0,0xF4F8AC,
H2O_NO2,0.012,H2O-NO2,HNO3-NO,1-3-2-1,0-4000,1-3,FALSE,0.02,0xFFFFFF,
H2O_SO3,0.01,H2O-SO3,H2SO4,1-1-1,22-100,2-2,FALSE,0.001,0xFFFFFF,
H2O2_KI,1,H2O2-KI,H2O-O2,2-0-2-1,0-100,4-4,FALSE,5,0xFFFFFF,
H2O2,2.0,H2O2,H2O-O2,2-2-1,0-100,2,ELE,0.2,0xFFFFFF,
H2O2_NH3,0.8,H2O2-NH3,N2-H2O,3-2-1-8-2,0-999,4-4,FALSE,0,0xFFFFFF,
H2S_NO2,0.1,H2S-NO2,NO-H2SO4,1-4-4-1,0-900,3-3,FALSE,0,0xFFFFFF,
H2S_O3,0.1,H2S-O3,S-O2-H2O,1-1-1-1-1,-100-999,4-3,FALSE,0,0xFFFFFF,
H2S_O3_2,0.3,H2S-O3,H2SO4,3-4-3,-100-999,3-3,FALSE,0,0xFFFFFF,
H2SO3_HNO3,0.3,H2SO3-HNO3,H2SO4-NO-H2O,3-2-3-2-1,0-1000,4-4,FALSE,0,0xFFFFFF,
H2SO4_KOH,0.4,H2SO4-KOH,H2O-K2SO4,1-2-2-1,0-200,4-4,FALSE,0.01,0xFFFFFF,
H2SO4_Na2CO3,0.2,H2SO4-Na2CO3,H2O-CO2-Na2SO4,1-1-1-1-1,0-200,4-4,FALSE,0.01,0xFFFFFF,
H2SO4_NaCl,0.5,H2SO4-NaCl,HCl-NaHSO4,6-1-1-1,0-200,4-4,FALSE,0.05,0xFFFFFF,
H2SO4_NaNO3,0.2,H2SO4-NaNO3,HNO3-NaHSO4,1-1-1-1,0-200,4-4,FALSE,0.03,0xFFFFFF,
H2SO4_NaOH,0.2,H2SO4-NaOH,H2O-Na2SO4,1-2-2-1,0-200,4-4,FALSE,0.01,0xFFFFFF,
H2SO4_NH3,1,H2SO4-NH3,NH42SO4,1-2-1-2,0-999,4-4,FALSE,0,0xFFFFFF,
H2SO4_PbCl2,0.97,H2SO4-PbCl2,PbSO4-HCl,1-1-1-2,0-800,4-4,FALSE,0,0xFFFFFF,
H2SO4_PbNO32,0.9,H2SO4-PbNO32,PbSO4-HNO3,1-1-1-2,0-800,4-4,FALSE,0,0xFFFFFF,
